,destination,size,product_type,rate
743,DANDORA,14T,"14,243.03",14243.03
744,DANDORA,14T,Keg,16576.72
745,DANDORA,14T,"16,576.72",16576.72
746,DANDORA,14T,Spirit,13385.35
747,DANDORA,14T,"13,385.35",13385.35
748,DANDORA,30T,Beer,21051.59
749,DANDORA,30T,"21,051.59",21051.59
750,DANDORA,30T,Keg,21051.59
752,DANDORA,30T,Spirit,20065.43
753,DANDORA,30T,"20,065.43",20065.43
754,DANDORA,7.5T,Beer,11794.24
755,DANDORA,7.5T,"11,794.24",11794.24
756,DANDORA,7.5T,Keg,18606.52
757,DANDORA,7.5T,"18,606.52",18606.52
758,DANDORA,7.5T,Spirit,12011.47
759,DANDORA,7.5T,"12,011.47",12011.47
760,DANDORA,P/UP,Beer,10528.43
761,DANDORA,P/UP,"10,528.43",10528.43
762,DANDORA,P/UP,Spirit,9828.43
763,DANDORA,P/UP,"9,828.43",9828.43
764,EMBAKASI,14T,Beer,14111.04
765,EMBAKASI,14T,"14,111.04",14111.04
766,EMBAKASI,14T,Spirit,13385.35
767,EMBAKASI,14T,"13,385.35",13385.35
768,EMBAKASI,30T,Beer,20814.48
769,EMBAKASI,30T,"20,814.48",20814.48
770,EMBAKASI,30T,Spirit,20351.59
771,EMBAKASI,30T,"20,351.59",20351.59
772,EMBAKASI,7.5T,Beer,11725.33
773,EMBAKASI,7.5T,"11,725.33",11725.33
774,EMBAKASI,7.5T,Spirit,10983.28
775,EMBAKASI,7.5T,"10,983.28",10983.28
776,EMBAKASI,P/UP,Beer,10528.43
777,EMBAKASI,P/UP,"10,528.43",10528.43
778,EMBAKASI,P/UP,Spirit,9869.31
779,EMBAKASI,P/UP,"9,869.31",9869.31
780,GIKOMBA,14T,Beer,16534.24
781,GIKOMBA,14T,"16,534.24",16534.24
782,GIKOMBA,14T,Spirit,13385.35
783,GIKOMBA,14T,"13,385.35",13385.35
784,GIKOMBA,30T,Beer,20814.48
785,GIKOMBA,30T,"20,814.48",20814.48
786,GIKOMBA,30T,Spirit,20065.43
787,GIKOMBA,30T,"20,065.43",20065.43
788,GIKOMBA,7.5T,Beer,11977.51
789,GIKOMBA,7.5T,"11,977.51",11977.51
790,GIKOMBA,7.5T,Spirit,10983.28
791,GIKOMBA,7.5T,"10,983.28",10983.28
792,GIKOMBA,P/UP,Beer,10528.43
793,GIKOMBA,P/UP,"10,528.43",10528.43
794,GIKOMBA,P/UP,Spirit,9828.43
795,GIKOMBA,P/UP,"9,828.43",9828.43
796,GITHUNGURI,14T,Keg,19937.38
797,GITHUNGURI,14T,"19,937.38",19937.38
798,GITHUNGURI,30T,Keg,26867.1
799,GITHUNGURI,30T,"26,867.10",26867.1
800,GITHUNGURI,7.5T,Keg,20587.9
801,GITHUNGURI,7.5T,"20,587.90",20587.9
802,GITHURAI,14T,Keg,14174.12
803,GITHURAI,14T,"14,174.12",14174.12
804,GITHURAI,14T,Spirit,13385.35
805,GITHURAI,14T,"13,385.35",13385.35
806,GITHURAI,30T,Keg,20918.44
807,GITHURAI,30T,"20,918.44",20918.44
808,GITHURAI,30T,Spirit,20065.43
809,GITHURAI,30T,"20,065.43",20065.43
810,GITHURAI,7.5T,Keg,15160.52
811,GITHURAI,7.5T,"15,160.52",15160.52
812,GITHURAI,7.5T,Spirit,10983.28
813,GITHURAI,7.5T,"10,983.28",10983.28
814,GITHURAI,P/UP,Spirit,9828.43
815,GITHURAI,P/UP,"9,828.43",9828.43
816,DEF,14T,Beer,14111.04
817,DEF,14T,"14,111.04",14111.04
818,DEF,14T,Spirit,13385.35
819,DEF,14T,"13,385.35",13385.35
820,DEF,30T,Beer,20814.48
821,DEF,30T,"20,814.48",20814.48
822,DEF,30T,Spirit,20351.59
823,DEF,30T,"20,351.59",20351.59
824,DEF,7.5T,Beer,11725.33
825,DEF,7.5T,"11,725.33",11725.33
826,DEF,7.5T,Spirit,10983.28
827,DEF,7.5T,"10,983.28",10983.28
828,DEF,P/UP,Beer,10528.43
829,DEF,P/UP,"10,528.43",10528.43
830,DEF,P/UP,Spirit,9869.31
831,DEF,P/UP,"9,869.31",9869.31
832,HURLIGHUM,P/UP,Beer,10528.43
833,HURLIGHUM,P/UP,"10,528.43",10528.43
834,HURUMA,14T,Beer,14111.04
835,HURUMA,14T,"14,111.04",14111.04
836,HURUMA,14T,Spirit,13385.35
837,HURUMA,14T,"13,385.35",13385.35
838,HURUMA,30T,Beer,17452.01
839,HURUMA,30T,"17,452.01",17452.01
840,HURUMA,30T,Spirit,20065.43
841,HURUMA,30T,"20,065.43",20065.43
842,HURUMA,7.5T,Beer,11725.33
843,HURUMA,7.5T,"11,725.33",11725.33
844,HURUMA,7.5T,Spirit,10983.28
845,HURUMA,7.5T,"10,983.28",10983.28
846,HURUMA,P/UP,Beer,10528.43
847,HURUMA,P/UP,"10,528.43",10528.43
848,HURUMA,P/UP,Spirit,9828.43
849,HURUMA,P/UP,"9,828.43",9828.43
850,AREA,14T,Beer,14111.04
851,AREA,14T,"14,111.04",14111.04
852,AREA,14T,Spirit,13385.35
853,AREA,14T,"13,385.35",13385.35
854,AREA,30T,Beer,19612.13
855,AREA,30T,"19,612.13",19612.13
856,AREA,30T,Spirit,20065.43
857,AREA,30T,"20,065.43",20065.43
858,AREA,7.5T,Beer,11725.33
859,AREA,7.5T,"11,725.33",11725.33
860,AREA,7.5T,Spirit,10983.28
861,AREA,7.5T,"10,983.28",10983.28
862,AREA,P/UP,Beer,10528.43
863,AREA,P/UP,"10,528.43",10528.43
864,AREA,P/UP,Spirit,9828.43
865,AREA,P/UP,"9,828.43",9828.43
866,KAHAWA,14T,Spirit,13385.35
867,KAHAWA,14T,"13,385.35",13385.35
868,KAHAWA,30T,Spirit,20351.59
869,KAHAWA,30T,"20,351.59",20351.59
870,KAHAWA,7.5T,Spirit,10983.28
871,KAHAWA,7.5T,"10,983.28",10983.28
872,KAHAWA,P/UP,Spirit,9869.31
873,KAHAWA,P/UP,"9,869.31",9869.31
874,KAREN,14T,Spirit,13664.33
875,KAREN,14T,"13,664.33",13664.33
876,KAREN,30T,Spirit,20814.65
877,KAREN,30T,"20,814.65",20814.65
878,KAREN,7.5T,Spirit,11188.9
879,KAREN,7.5T,"11,188.90",11188.9
880,KAREN,P/UP,Spirit,10055.18
881,KAREN,P/UP,"10,055.18",10055.18
882,KAWANGWARE,14T,Keg,14174.12
883,KAWANGWARE,14T,"14,174.12",14174.12
884,KAWANGWARE,14T,Spirit,13385.35
885,KAWANGWARE,14T,"13,385.35",13385.35
886,KAWANGWARE,30T,Keg,20918.44
887,KAWANGWARE,30T,"20,918.44",20918.44
888,KAWANGWARE,30T,Spirit,20065.43
889,KAWANGWARE,30T,"20,065.43",20065.43
890,KAWANGWARE,7.5T,Keg,11753.36
891,KAWANGWARE,7.5T,"11,753.36",11753.36
892,KAWANGWARE,7.5T,Spirit,10983.28
893,KAWANGWARE,7.5T,"10,983.28",10983.28
894,KAWANGWARE,P/UP,Spirit,9828.43
895,KAWANGWARE,P/UP,"9,828.43",9828.43
896,KIAMBU,14T,Beer,14243.03
897,KIAMBU,14T,"14,243.03",14243.03
898,KIAMBU,14T,Keg,14942.56
899,KIAMBU,14T,"14,942.56",14942.56
900,KIAMBU,14T,Spirit,13385.35
901,KIAMBU,14T,"13,385.35",13385.35
902,KIAMBU,30T,Beer,21051.59
903,KIAMBU,30T,"21,051.59",21051.59
904,KIAMBU,30T,Keg,20918.44
905,KIAMBU,30T,"20,918.44",20918.44
906,KIAMBU,30T,Spirit,20065.43
907,KIAMBU,30T,"20,065.43",20065.43
908,KIAMBU,7.5T,Beer,11794.24
909,KIAMBU,7.5T,"11,794.24",11794.24
910,KIAMBU,7.5T,Keg,11753.36
911,KIAMBU,7.5T,"11,753.36",11753.36
912,KIAMBU,7.5T,Spirit,10983.28
913,KIAMBU,7.5T,"10,983.28",10983.28
914,KIAMBU,P/UP,Beer,10528.43
915,KIAMBU,P/UP,"10,528.43",10528.43
916,KIAMBU,P/UP,Spirit,9828.43
917,KIAMBU,P/UP,"9,828.43",9828.43
918,KIBERA,14T,Beer,14243.03
919,KIBERA,14T,"14,243.03",14243.03
920,KIBERA,14T,Keg,14174.12
921,KIBERA,14T,"14,174.12",14174.12
922,KIBERA,14T,Spirit,13385.35
923,KIBERA,14T,"13,385.35",13385.35
924,KIBERA,30T,Beer,21051.59
925,KIBERA,30T,"21,051.59",21051.59
926,KIBERA,30T,Keg,20918.44
927,KIBERA,30T,"20,918.44",20918.44
928,KIBERA,30T,Spirit,20065.43
929,KIBERA,30T,"20,065.43",20065.43
930,KIBERA,7.5T,Beer,11794.24
931,KIBERA,7.5T,"11,794.24",11794.24
932,KIBERA,7.5T,Keg,11753.36
933,KIBERA,7.5T,"11,753.36",11753.36
934,KIBERA,7.5T,Spirit,10983.28
935,KIBERA,7.5T,"10,983.28",10983.28
936,KIBERA,P/UP,Beer,10528.43
937,KIBERA,P/UP,"10,528.43",10528.43
938,KIBERA,P/UP,Spirit,9828.43
939,KIBERA,P/UP,"9,828.43",9828.43
940,KIKUYU,14T,Spirit,13385.35
941,KIKUYU,14T,"13,385.35",13385.35
942,KIKUYU,30T,Spirit,20351.59
943,KIKUYU,30T,"20,351.59",20351.59
944,KIKUYU,7.5T,Spirit,10983.28
945,KIKUYU,7.5T,"10,983.28",10983.28
946,KIKUYU,P/UP,Spirit,9869.31
947,KIKUYU,P/UP,"9,869.31",9869.31
948,DEPOT,30T,Beer,110744.93
949,DEPOT,30T,"110,744.93",110744.93
950,KITENGELA,14T,Spirit,39865.26
951,KITENGELA,14T,"39,865.26",39865.26
952,KITENGELA,30T,Spirit,23627.5
953,KITENGELA,30T,"23,627.50",23627.5
954,KITENGELA,7.5T,Spirit,16421.74
955,KITENGELA,7.5T,"16,421.74",16421.74
956,KITENGELA,P/UP,Spirit,11258.15
957,KITENGELA,P/UP,"11,258.15",11258.15
958,LANGATA,14T,Spirit,13857.48
959,LANGATA,14T,"13,857.48",13857.48
960,LANGATA,30T,Spirit,21135.25
961,LANGATA,30T,"21,135.25",21135.25
962,LANGATA,7.5T,Spirit,11331.24
963,LANGATA,7.5T,"11,331.24",11331.24
964,LANGATA,P/UP,Spirit,10183.85
965,LANGATA,P/UP,"10,183.85",10183.85
966,LIMURU,14T,Beer,16321.46
967,LIMURU,14T,"16,321.46",16321.46
968,LIMURU,14T,Keg,16384.54
969,LIMURU,14T,"16,384.54",16384.54
970,LIMURU,14T,Spirit,15595.77
971,LIMURU,14T,"15,595.77",15595.77
972,LIMURU,30T,Beer,25531.99
973,LIMURU,30T,"25,531.99",25531.99
974,LIMURU,30T,Keg,24587.37
975,LIMURU,30T,"24,587.37",24587.37
976,LIMURU,30T,Spirit,23734.36
977,LIMURU,30T,"23,734.36",23734.36
978,LIMURU,7.5T,Beer,13354.45
979,LIMURU,7.5T,"13,354.45",13354.45
980,LIMURU,7.5T,Keg,13382.48
981,LIMURU,7.5T,"13,382.48",13382.48
982,LIMURU,7.5T,Spirit,12612.4
983,LIMURU,7.5T,"12,612.40",12612.4
984,LIMURU,P/UP,Beer,12001.05
985,LIMURU,P/UP,"12,001.05",12001.05
986,LIMURU,P/UP,Spirit,11301.05
987,LIMURU,P/UP,"11,301.05",11301.05
988,MAB,14T,Spirit,13385.35
989,MAB,14T,"13,385.35",13385.35
990,MAB,30T,Spirit,20065.43
991,MAB,30T,"20,065.43",20065.43
992,MAB,7.5T,Spirit,10983.28
993,MAB,7.5T,"10,983.28",10983.28
994,MAB,P/UP,Spirit,9828.43
995,MAB,P/UP,"9,828.43",9828.43
996,MATHARE,14T,Beer,14243.03
997,MATHARE,14T,"14,243.03",14243.03
998,MATHARE,14T,Spirit,13385.35
999,MATHARE,14T,"13,385.35",13385.35
1000,MATHARE,30T,Beer,21051.59
1001,MATHARE,30T,"21,051.59",21051.59
1002,MATHARE,30T,Spirit,20065.43
1003,MATHARE,30T,"20,065.43",20065.43
1004,MATHARE,7.5T,Beer,11794.24
1005,MATHARE,7.5T,"11,794.24",11794.24
1006,MATHARE,7.5T,Spirit,10983.28
1007,MATHARE,7.5T,"10,983.28",10983.28
1008,MATHARE,P/UP,Beer,10528.43
1009,MATHARE,P/UP,"10,528.43",10528.43
1010,MATHARE,P/UP,Spirit,9828.43
1011,MATHARE,P/UP,"9,828.43",9828.43
1012,MLOLONGO,14T,Keg,17565.97
1013,MLOLONGO,14T,"17,565.97",17565.97
1014,MLOLONGO,30T,Keg,23483.13
1015,MLOLONGO,30T,"23,483.13",23483.13
1016,MLOLONGO,7.5T,Keg,12892.16
1017,MLOLONGO,7.5T,"12,892.16",12892.16
1018,MWIKI,14T,Beer,14243.03
1019,MWIKI,14T,"14,243.03",14243.03
1020,MWIKI,14T,Keg,19925.97
1021,MWIKI,14T,"19,925.97",19925.97
1022,MWIKI,14T,Spirit,13385.35
1023,MWIKI,14T,"13,385.35",13385.35
1024,MWIKI,30T,Beer,21051.59
1025,MWIKI,30T,"21,051.59",21051.59
1026,MWIKI,30T,Keg,20918.44
1027,MWIKI,30T,"20,918.44",20918.44
1028,MWIKI,30T,Spirit,20065.43
1029,MWIKI,30T,"20,065.43",20065.43
1030,MWIKI,7.5T,Beer,11794.24
1031,MWIKI,7.5T,"11,794.24",11794.24
1032,MWIKI,7.5T,Keg,14994.72
1033,MWIKI,7.5T,"14,994.72",14994.72
1034,MWIKI,7.5T,Spirit,10983.28
1035,MWIKI,7.5T,"10,983.28",10983.28
1036,MWIKI,P/UP,Beer,10528.43
1037,MWIKI,P/UP,"10,528.43",10528.43
1038,MWIKI,P/UP,Spirit,9828.43
1039,MWIKI,P/UP,"9,828.43",9828.43
1040,NAIROBI,14T,Beer,14111.04
1041,NAIROBI,14T,"14,111.04",14111.04
1042,NAIROBI,14T,Spirit,13385.35
1043,NAIROBI,14T,"13,385.35",13385.35
1044,NAIROBI,30T,Beer,20814.48
1045,NAIROBI,30T,"20,814.48",20814.48
1046,NAIROBI,30T,Spirit,20065.43
1047,NAIROBI,30T,"20,065.43",20065.43
1048,NAIROBI,7.5T,Beer,11725.33
1049,NAIROBI,7.5T,"11,725.33",11725.33
1050,NAIROBI,7.5T,Spirit,10983.28
1051,NAIROBI,7.5T,"10,983.28",10983.28
1052,NAIROBI,P/UP,Beer,10528.43
1053,NAIROBI,P/UP,"10,528.43",10528.43
1054,NAIROBI,P/UP,Spirit,9869.31
1055,NAIROBI,P/UP,"9,869.31",9869.31
1056,THT,14T,Beer,14243.03
1057,THT,14T,"14,243.03",14243.03
1058,THT,14T,Spirit,13543.03
1059,THT,14T,"13,543.03",13543.03
1060,THT,30T,Beer,21051.59
1061,THT,30T,"21,051.59",21051.59
1062,THT,30T,Spirit,20351.59
1063,THT,30T,"20,351.59",20351.59
1064,THT,7.5T,Beer,11794.24
1065,THT,7.5T,"11,794.24",11794.24
1066,THT,7.5T,Spirit,11094.24
1067,THT,7.5T,"11,094.24",11094.24
1068,THT,P/UP,Beer,10528.43
1069,THT,P/UP,"10,528.43",10528.43
1070,THT,P/UP,Spirit,9869.31
1071,THT,P/UP,"9,869.31",9869.31
1072,NGARA,14T,Keg,14174.12
1073,NGARA,14T,"14,174.12",14174.12
1074,NGARA,14T,Spirit,13385.35
1075,NGARA,14T,"13,385.35",13385.35
1076,NGARA,30T,Keg,20918.44
1077,NGARA,30T,"20,918.44",20918.44
1078,NGARA,30T,Spirit,20065.43
1079,NGARA,30T,"20,065.43",20065.43
1080,NGARA,7.5T,Keg,14994.72
1081,NGARA,7.5T,"14,994.72",14994.72
1082,NGARA,7.5T,Spirit,11642.4
1083,NGARA,7.5T,"11,642.40",11642.4
1084,NGARA,P/UP,Spirit,9828.43
1085,EB,P/UP,"9,828.43",9828.43
1086,NGONG,14T,Beer,17759.3
1087,NGONG,14T,"17,759.30",17759.3
1088,NGONG,14T,Keg,20815.06
1089,NGONG,14T,"20,815.06",20815.06
1090,NGONG,14T,Spirit,18302.04
1091,NGONG,14T,"18,302.04",18302.04
1092,NGONG,30T,Beer,27978.21
1093,NGONG,30T,"27,978.21",27978.21
1094,NGONG,30T,Keg,26973.95
1095,NGONG,30T,"26,973.95",26973.95
1096,NGONG,30T,Spirit,26120.95
1097,NGONG,30T,"26,120.95",26120.95
1098,NGONG,7.5T,Beer,14414.16
1099,NGONG,7.5T,"14,414.16",14414.16
1100,NGONG,7.5T,Keg,14442.2
1101,NGONG,7.5T,"14,442.20",14442.2
1102,NGONG,7.5T,Spirit,16421.74
1103,NGONG,7.5T,"16,421.74",16421.74
1104,NGONG,P/UP,Beer,12958.96
1105,NGONG,P/UP,"12,958.96",12958.96
1106,NGONG,P/UP,Spirit,12258.96
1107,NGONG,P/UP,"12,258.96",12258.96
1108,CENT,14T,Keg,14174.12
1109,EB,14T,"14,174.12",14174.12
1110,CENT,14T,Spirit,13385.35
1111,EB,14T,"13,385.35",13385.35
1112,CENT,30T,Keg,20918.44
1113,EB,30T,"20,918.44",20918.44
1114,CENT,30T,Spirit,20351.59
1115,EB,30T,"20,351.59",20351.59
1116,CENT,7.5T,Keg,11753.36
1117,EB,7.5T,"11,753.36",11753.36
1118,CENT,7.5T,Spirit,10983.28
1119,EB,7.5T,"10,983.28",10983.28
1120,CENT,P/UP,Spirit,9869.31
1121,EB,P/UP,"9,869.31",9869.31
1122,JERICHO,14T,Keg,14174.12
1124,JERICHO,14T,Spirit,13385.35
1126,JERICHO,30T,Keg,20918.44
1128,JERICHO,30T,Spirit,20065.43
1129,EB,30T,"20,065.43",20065.43
1130,JERICHO,7.5T,Keg,11753.36
1132,JERICHO,7.5T,Spirit,10983.28
1134,JERICHO,P/UP,Spirit,9828.43
1136,NASRA,14T,Beer,14243.03
1137,EB,14T,"14,243.03",14243.03
1138,NASRA,14T,Keg,14243.03
1140,NASRA,14T,Spirit,13385.35
1142,NASRA,30T,Beer,21051.59
1143,EB,30T,"21,051.59",21051.59
1144,NASRA,30T,Keg,21051.59
1146,NASRA,30T,Spirit,20065.43
1148,NASRA,7.5T,Beer,11794.24
1149,EB,7.5T,"11,794.24",11794.24
1150,NASRA,7.5T,Keg,11794.24
1152,NASRA,7.5T,Spirit,10983.28
1154,NASRA,P/UP,Beer,10528.43
1155,EB,P/UP,"10,528.43",10528.43
1156,NASRA,P/UP,Spirit,9828.43
1158,PIPELINE,14T,Keg,14174.12
1159,PIPELINE,14T,"14,174.12",14174.12
1160,PIPELINE,14T,Spirit,13385.35
1161,PIPELINE,14T,"13,385.35",13385.35
1162,PIPELINE,30T,Keg,20918.44
1163,PIPELINE,30T,"20,918.44",20918.44
1164,PIPELINE,30T,Spirit,20351.59
1165,PIPELINE,30T,"20,351.59",20351.59
1166,PIPELINE,7.5T,Keg,11753.36
1167,PIPELINE,7.5T,"11,753.36",11753.36
1168,PIPELINE,7.5T,Spirit,10983.28
1169,PIPELINE,7.5T,"10,983.28",10983.28
1170,PIPELINE,P/UP,Spirit,9869.31
1171,PIPELINE,P/UP,"9,869.31",9869.31
1172,RONGAI,14T,Beer,15401.88
1173,RONGAI,14T,"15,401.88",15401.88
1174,RONGAI,14T,Keg,23923.01
1175,RONGAI,14T,"23,923.01",23923.01
1176,RONGAI,14T,Spirit,14544.2
1177,RONGAI,14T,"14,544.20",14544.2
1178,RONGAI,30T,Beer,22975.11
1179,RONGAI,30T,"22,975.11",22975.11
1180,RONGAI,30T,Keg,30381.9
1181,RONGAI,30T,"30,381.90",30381.9
1182,RONGAI,30T,Spirit,22275.11
1183,RONGAI,30T,"22,275.11",22275.11
1184,RONGAI,7.5T,Beer,12648.35
1185,RONGAI,7.5T,"12,648.35",12648.35
1186,RONGAI,7.5T,Keg,12607.47
1187,RONGAI,7.5T,"12,607.47",12607.47
1188,RONGAI,7.5T,Spirit,11837.39
1189,RONGAI,7.5T,"11,837.39",11837.39
1190,RONGAI,P/UP,Beer,11300.48
1191,RONGAI,P/UP,"11,300.48",11300.48
1192,RONGAI,P/UP,Spirit,10641.36
1193,RONGAI,P/UP,"10,641.36",10641.36
1194,SAIKA,14T,Keg,14174.12
1195,SAIKA,14T,"14,174.12",14174.12
1196,SAIKA,30T,Keg,20918.44
1197,SAIKA,30T,"20,918.44",20918.44
1198,SAIKA,7.5T,Keg,11753.36
1199,SAIKA,7.5T,"11,753.36",11753.36
1200,MOYO,14T,Keg,20041.1
1201,MOYO,14T,"20,041.10",20041.1
1202,MOYO,14T,Spirit,13385.35
1204,MOYO,30T,Keg,20918.44
1205,MOYO,30T,"20,918.44",20918.44
1206,MOYO,30T,Spirit,20351.59
1208,MOYO,7.5T,Keg,14887.94
1209,MOYO,7.5T,"14,887.94",14887.94
1210,MOYO,7.5T,Spirit,10983.28
1212,MOYO,P/UP,Spirit,9869.31
1214,UMOJA,14T,Keg,14174.12
1216,UMOJA,14T,Spirit,13385.35
1218,UMOJA,30T,Keg,20918.44
1220,UMOJA,30T,Spirit,20065.43
1222,UMOJA,7.5T,Keg,11753.36
1224,UMOJA,7.5T,Spirit,10983.28
1226,UMOJA,P/UP,Spirit,9828.43
1228,UTHIRU,14T,Keg,14174.12
1229,UTHIRU,14T,"14,174.12",14174.12
1230,UTHIRU,14T,Spirit,13385.35
1231,UTHIRU,14T,"13,385.35",13385.35
1232,UTHIRU,30T,Keg,20918.44
1233,UTHIRU,30T,"20,918.44",20918.44
1234,UTHIRU,30T,Spirit,20065.43
1235,UTHIRU,30T,"20,065.43",20065.43
1236,UTHIRU,7.5T,Keg,12956.76
1237,UTHIRU,7.5T,"12,956.76",12956.76
1238,UTHIRU,7.5T,Spirit,10983.28
1239,UTHIRU,7.5T,"10,983.28",10983.28
1240,UTHIRU,P/UP,Spirit,9828.43
1241,UTHIRU,P/UP,"9,828.43",9828.43
1242,-,14T,Nbo,33900.12
1243,EMBU,14T,"33,900.12",33900.12
1244,-,30T,Nbo,52457.38
1245,EMBU,30T,"52,457.38",52457.38
1246,-,7.5T,Nbo,31125.27
1247,EMBU,7.5T,"31,125.27",31125.27
1254,-,14T,Nbo,17794.48
1255,GATUNDU,14T,"17,794.48",17794.48
1256,-,30T,Nbo,27004.54
1257,GATUNDU,30T,"27,004.54",27004.54
1258,-,7.5T,Nbo,14344.92
1259,GATUNDU,7.5T,"14,344.92",14344.92
1260,GATUNDU,P/UP,"34,713.37",34713.37
1261,-,14T,Nbo,18000.69
1262,GITHUNGURI,14T,"18,000.69",18000.69
1263,-,30T,Nbo,27337.06
1264,GITHUNGURI,30T,"27,337.06",27337.06
1265,-,7.5T,Nbo,14500.8
1266,GITHUNGURI,7.5T,"14,500.80",14500.8
1267,GITHUNGURI,P/UP,"35,391.27",35391.27
1268,-,14T,Nbo,62954.36
1269,ISIOLO,14T,"62,954.36",62954.36
1270,-,30T,Nbo,98574.47
1271,ISIOLO,30T,"98,574.47",98574.47
1272,-,7.5T,Nbo,49040.41
1273,ISIOLO,7.5T,"49,040.41",49040.41
1274,ISIOLO,P/UP,"51,305.53",51305.53
1275,-,14T,Nbo,15189.39
1276,JUJA,14T,"15,189.39",15189.39
1277,-,30T,Nbo,22895.17
1278,JUJA,30T,"22,895.17",22895.17
1279,-,7.5T,Nbo,12339.18
1280,JUJA,7.5T,"12,339.18",12339.18
1281,JUJA,P/UP,"26,640.25",26640.25
1282,-,14T,Nbo,29776.0
1283,KAGIO,14T,"29,776.00",29776.0
1284,-,30T,Nbo,45806.98
1285,KAGIO,30T,"45,806.98",45806.98
1286,-,7.5T,Nbo,23608.75
1287,KAGIO,7.5T,"23,608.75",23608.75
1288,KAGIO,P/UP,"71,319.76",71319.76
1289,-,14T,Nbo,29963.46
1290,EB,14T,"29,963.46",29963.46
1291,-,30T,Nbo,46109.27
1292,EB,30T,"46,109.27",46109.27
1293,-,7.5T,Nbo,23750.46
1294,EB,7.5T,"23,750.46",23750.46
1295,EB,P/UP,"71,936.03",71936.03
1296,-,14T,Nbo,33150.28
1297,KARATINA,14T,"33,150.28",33150.28
1298,-,30T,Nbo,51248.22
1299,KARATINA,30T,"51,248.22",51248.22
1300,-,7.5T,Nbo,29035.44
1301,KARATINA,7.5T,"29,035.44",29035.44
1302,KARATINA,P/UP,"29,170.35",29170.35
1303,-,14T,Nbo,178884.49
1304,LOKICHOGIO,14T,"178,884.49",178884.49
1305,-,30T,Nbo,283721.54
1306,LOKICHOGIO,30T,"283,721.54",283721.54
1307,-,7.5T,Nbo,137567.0
1308,LOKICHOGIO,7.5T,"137,567.00",137567.0
1309,LOKICHOGIO,P/UP,"128,945.94",128945.94
1310,-,14T,Nbo,18150.66
1311,MAKONGENI,14T,"18,150.66",18150.66
1312,-,30T,Nbo,27578.89
1313,MAKONGENI,30T,"27,578.89",27578.89
1314,-,7.5T,Nbo,14614.16
1315,MAKONGENI,7.5T,"14,614.16",14614.16
1316,MAKONGENI,P/UP,"35,884.28",35884.28
1317,-,14T,Nbo,24805.49
1318,MAKUTANO,14T,"24,805.49",24805.49
1319,-,30T,Nbo,38310.21
1320,MAKUTANO,30T,"38,310.21",38310.21
1321,-,7.5T,Nbo,19644.79
1322,MAKUTANO,7.5T,"19,644.79",19644.79
1323,MAKUTANO,P/UP,"57,761.84",57761.84
1324,-,14T,Nbo,62225.09
1325,MAUA,14T,"62,225.09",62225.09
1326,-,30T,Nbo,97777.25
1327,MAUA,30T,"97,777.25",97777.25
1328,-,7.5T,Nbo,51459.94
1329,MAUA,7.5T,"51,459.94",51459.94
1330,MAUA,P/UP,"48,466.42",48466.42
1338,-,14T,Nbo,52289.7
1339,MERU,14T,"52,289.70",52289.7
1340,-,30T,Nbo,81755.84
1341,MERU,30T,"81,755.84",81755.84
1342,-,7.5T,Nbo,47274.84
1343,MERU,7.5T,"47,274.84",47274.84
1344,MERU,P/UP,"48,466.42",48466.42
1345,-,14T,Nbo,24543.05
1346,MURANG'A,14T,"24,543.05",24543.05
1347,-,30T,Nbo,37887.0
1348,MURANG'A,30T,"37,887.00",37887.0
1349,-,7.5T,Nbo,19446.4
1350,MURANG'A,7.5T,"19,446.40",19446.4
1351,MURANG'A,P/UP,"56,899.06",56899.06
1359,-,14T,Nbo,28145.1
1360,MWEA,14T,"28,145.10",28145.1
1361,-,30T,Nbo,43177.06
1362,MWEA,30T,"43,177.06",43177.06
1363,-,7.5T,Nbo,22375.89
1364,MWEA,7.5T,"22,375.89",22375.89
1365,MWEA,P/UP,"65,958.22",65958.22
1366,-,14T,Nbo,46478.42
1367,NANYUKI,14T,"46,478.42",46478.42
1368,-,30T,Nbo,72384.83
1369,NANYUKI,30T,"72,384.83",72384.83
1370,-,7.5T,Nbo,36376.48
1371,NANYUKI,7.5T,"36,376.48",36376.48
1372,NANYUKI,P/UP,"36,592.68",36592.68
1373,-,14T,Nbo,49477.79
1374,NKUBU,14T,"49,477.79",49477.79
1375,-,30T,Nbo,77221.48
1376,NKUBU,30T,"77,221.48",77221.48
1377,-,7.5T,Nbo,38643.81
1378,NKUBU,7.5T,"38,643.81",38643.81
1379,NKUBU,P/UP,"39,572.50",39572.5
1380,-,14T,Nbo,38211.71
1381,NYERI,14T,"38,211.71",38211.71
1382,-,30T,Nbo,59410.06
1383,NYERI,30T,"59,410.06",59410.06
1384,-,7.5T,Nbo,29985.61
1385,NYERI,7.5T,"29,985.61",29985.61
1386,NYERI,P/UP,"28,956.89",28956.89
1387,-,14T,Nbo,14720.74
1388,RUIRU,14T,"14,720.74",14720.74
1389,-,30T,Nbo,22139.44
1390,RUIRU,30T,"22,139.44",22139.44
1391,-,7.5T,Nbo,11984.91
1392,RUIRU,7.5T,"11,984.91",11984.91
1393,RUIRU,P/UP,"25,099.57",25099.57
1401,-,14T,Nbo,17157.12
1402,THIKA,14T,"17,157.12",17157.12
1403,-,30T,Nbo,25976.74
1404,THIKA,30T,"25,976.74",25976.74
