new_lane,product,tonnage,new_rate,matched_lane,matched_rate,score,abs_diff,pct_diff
NBO F24- DANOORA 30T KEG,KEG,30T,17044.56,KBL NBO F20 - Dandora 30T KEG,51.59,0.8292682926829268,16992.97,32938.49583252568
KBLNAO F24 - DONYO 30T KEG,KEG,30T,33213.38,KBL NBO F20 - Donyo 30T KEG,250.39,0.9,32962.99,13164.659131754463
NBO F24 - EMALI 430T KEG,KEG,44T,44499.46,KBL NBO F20 - EMALI 30T KEG,766.8,0.8421052631578947,43732.659999999996,5703.268127282212
NBO F24 - EMBU 30T KEG,KEG,30T,37824.0,KBL NBO F20 - EMBU 30T KEG,26.67,0.8571428571428571,37797.33,141722.272215973
NBO F24 - GITHURAI30T KEG,KEG,30T,20148.07,KBL NBO F20 - GITHURAI 30T Keg,918.44,0.8837209302325582,19229.63,2093.7274073428857
NBO F24 - KAGIO 30T KEG,KEG,30T,46688.0,KBL NBO F20 - Kagio 30T KEG,273.1,0.8648648648648649,46414.9,16995.56938850238
NBO F24 - KANGEMA SOT KEG,KEG,24T,44976.17,KBL NBO F20 - Kangema 14T KEG,682.83,0.7804878048780488,44293.34,6486.730225678426
NBO F24 - KAPSABET 30T KEG,KEG,30T,125744.63,KBL NBO F20 - Kapsabet 30T KEG,315.67,0.8837209302325582,125428.96,39734.20344030158
NBO F24 - KARATINA 307 ki KEG,KEG,24T,58504.35,KBL NBO F20 - KARATINA 30T KEG,57.5,0.8,58446.85,101646.69565217392
NBO F24 - KERICHO 307 KEG,KEG,24T,104799.17,KBL NBO F20 - KERICHO 30T KEG,978.2,0.8292682926829268,103820.97,10613.470660396646
NBO F24 - KEMUGOYA KEG,KEG,24T,41486.87,KBL NBO F20 - Kerugoya 14T KEG,370.78,0.75,41116.090000000004,11089.079777765792
NO F24 - KIAMBU 30T KEG,KEG,30T,17251.26,KBL NBO F20 - Kiambu 30T KEG,918.44,0.8421052631578947,16332.819999999998,1778.3219371978569
NBO F24 - KIANYAGA 30T KEG,KEG,30T,56071.17,KBL NBO F20 - Kianyaga 30T KEG,574.66,0.8837209302325582,55496.509999999995,9657.277346604948
NGO F24 - KIBERA JOT KEG,KEG,24T,20146.07,KBL NBO F20 - Kibera 14T KEG,174.12,0.717948717948718,19971.95,11470.22168619343
NBO F24 - KIBWEZI30T KEG,KEG,30T,80510.65,KBL NBO F20 - KIBWEZI 30T Keg,331.29,0.8780487804878049,80179.36,24202.16728545987
NBO F24 - KIKUYU 307 KEG,KEG,24T,26658.37,KBL NBO F20 - Kikuyu 30T KEG,561.6,0.8205128205128205,26096.77,4646.860754985755
NBO F24 - KINAMBA 30T KEG,KEG,30T,96956.15,KBL NBO F20 - KINAMBA 30T KEG,291.99,0.8780487804878049,96664.15999999999,33105.29812664817
NAO F24 - KIAITIU BOT KEG,KEG,24T,58148.03,KBL NBO F20 - KIRITIRI 14T Keg,558.72,0.6190476190476191,57589.31,10307.365048682703
NBO F24 - KISH 30T KEG,KEG,30T,219237.53,KBL NBO F20 - KISII 30T KEG,409.7,0.7777777777777778,218827.83,53411.723212106415
NBO F24 - KISUMU 30T KEG,KEG,30T,136340.26,KBL NBO F20 - Kisumu 30T KEG,279.26,0.8717948717948718,136061.0,48721.97951729571
NBO F24 - KITALE JOT KEG,KEG,24T,92715.22,KBL NBO F20 - KITALE 14T KEG,709.73,0.7692307692307693,92005.49,12963.44948078847
NBO F24 - KITENGELA 30T KEG,KEG,30T,28117.98,KBL NBO F20 - Kitengela 30T KEG,51.0,0.8888888888888888,28066.98,55033.29411764706
NBO F24 - KITHYUKO 30T KEG,KEG,30T,58325.43,KBL NBO F20 - KITHYUKO 30T KEG,874.92,0.8837209302325582,57450.51,6566.37292552462
NBO F24 - LIMUAU 30T KEG,KEG,30T,23743.62,KBL NBO F20 - LIMURU 30T Keg,587.37,0.8205128205128205,23156.25,3942.3617140814135
NBO F24 - MACHAK T KEG,KEG,24T,35042.89,KBL NBO F20 - MACHAKOS 14T KEG,591.86,0.7692307692307693,34451.03,5820.807285506708
NBO F24 - MARSABIT 30T KEG,KEG,30T,200376.83,KBL NBO F20 - MARSABIT 30T KEG,43.35,0.8837209302325582,200333.47999999998,462130.28835063434
NBO F24 - MATHARE JOT KEG,KEG,24T,20148.07,KBL NBO F20 - MATHARE 14T Keg,174.12,0.7804878048780488,19973.95,11471.370319320009
NOO F24- MATUU 30T KEG,KEG,30T,45618.81,KBL NBO F20 - MATUU 30T KEG,908.99,0.8108108108108109,44709.82,4918.626167504593
KBLNBO F24 - MLOLONGO 30T KEG,KEG,30T,21681.46,KBL NBO F20 - MLOLONGO 30T Keg,483.13,0.9565217391304348,21198.329999999998,4387.707242357129
KBLNBO F24 - MWATATE 307 KEG,KEG,24T,137243.0,KBL NBO F20 - MWATATE 30T Keg,905.86,0.9090909090909091,136337.14,15050.575144061997
NBO F24 - NAIVASHA 30T KEG,KEG,30T,39301.83,KBL NBO F20 - NAIVASHA 30T KEG,259.01,0.8837209302325582,39042.82,15073.865873904484
NBO F24 - NAKURU 30T KEG,KEG,30T,70194.24,KBL NBO F20 - NAKURU 30T Keg,985.96,0.8717948717948718,69208.28,7019.38009655564
NBO F24 . NANYUKISOT KEG,KEG,24T,80494.63,KBL NBO F20 - NANYUKI 14T KEG,410.16,0.7804878048780488,80084.47,19525.17797932514
NBO F274 - NAROK JOT KEG,KEG,30T,63561.67,KBL NBO F20 - NAROK 14T KEG,914.91,0.7368421052631579,62646.759999999995,6847.313943447989
KBLNBO F24 - NGARA 30T KEG,KEG,30T,20145.07,KBL NBO F20 - Ngara 30T KEG,918.44,0.95,19226.63,2093.400766517138
NBO F24 - NIORO 30T KEG,KEG,30T,69458.31,KBL NBO F20 - Njoro 30T KEG,110.11,0.8108108108108109,69348.2,62980.83734447371
NBO F24 - NKUBU 30T KEG,KEG,30T,87422.96,KBL NBO F20 - NKUBU 30T KEG,566.29,0.8648648648648649,86856.67000000001,15337.842801391516
NBO F24- Niu CITY CENT 30T KEG,KEG,30T,20148.07,KBL NBO F20 - NRB CITY CENT 30T Keg,918.44,0.8163265306122449,19229.63,2093.7274073428857
KBLNBO F24 - NRB JERICHO 307 KEG,KEG,24T,20145.07,KBL NBO F20 - NRB JERICHO 30T Keg,918.44,0.92,19226.63,2093.400766517138
NBO F24 - NYAMBARE 30T KEG,KEG,30T,27851.79,KBL NBO F20 - NYAMBARE 30T Keg,779.38,0.8837209302325582,27072.41,3473.582847904745
NBO F24 - NYERI SOT KEG,KEG,24T,60335.85,KBL NBO F20 - NYERI 14T KEG,312.01,0.7567567567567568,60023.84,19237.7936604596
KBLINGO F24 - PIPELINE 30T KEG,KEG,30T,20148.07,KBL NBO F20 - PIPELINE 30T Keg,918.44,0.8936170212765957,19229.63,2093.7274073428857
KBLNBO F24 - RUIAU 30T KEG,KEG,30T,20143.07,KBL NBO F20 - RUIRU 30T KEG,918.44,0.9,19224.63,2093.183005966639
NBO F24- RUNYENIES SOT KEG,KEG,24T,796.26,KBL NBO F20 - RUNYENJES 14T Keg,841.89,0.7555555555555555,45.629999999999995,5.4199479742009045
MOO F24 - URI MOYO 40T KEG,KEG,40T,20148.07,KBL NBO F20 - Shauri Moyo 14T KEG,41.1,0.6818181818181818,20106.97,48922.06812652069
NGO F24 - TALA 307 KEG,KEG,24T,46072.62,KBL NBO F20 - TALA 30T Keg,372.06,0.7428571428571429,45700.560000000005,12283.115626511853
NGO F24 - UKUNDA 30T KEG,KEG,30T,142385.0,KBL NBO F20 - UKUNDA 30T Keg,262.32,0.8205128205128205,142122.68,54179.124733150355
NBO F24 - WUNDANYI SOT KEG,KEG,24T,144936.43,KBL NBO F20 - WUNDANYI 14T Keg,207.16,0.7906976744186046,144729.27,69863.52094999034
NGO F24 - BABA DOGO 7.5ST KEG,KEG,24T,10186.3,KBL NBO F20 - Baba Dogo 7.5T KEG,753.36,0.8181818181818182,9432.939999999999,1252.1158543060421
NBO F24 - BOMET 7.5T KEG,KEG,7.5T,43715.24,KBL NBO F20 - BOMET 7.5T KEG,966.58,0.8648648648648649,42748.659999999996,4422.671687806493
NGO F24 - WUNGOMA 7.5T KEG,KEG,7.5T,74961.41,KBL NBO F20 - BUNGOMA 7.5T KEG,442.63,0.7804878048780488,74518.78,16835.4562501412
INDO F24- CHUKA 7.5T KEG,KEG,7.5T,32994.09,KBL NBO F20 - Chuka 7.5T KEG,26.62,0.7894736842105263,32967.469999999994,123844.74079639367
NBO F24- ELOORET 7.5T KEG,KEG,7.5T,7.57,KBL NBO F20 - ELDORET 7.5T KEG,535.5,0.8292682926829268,527.93,98.58636788048551
NBO F24- EMBU 7.57 KEG,KEG,24T,7.57,KBL NBO F20 - EMBU 7.5T KEG,225.45,0.8,217.88,96.6422710135285
NBO F24- GILGIL7.ST KEG,KEG,24T,20003.96,KBL NBO F20 - GILGIL 7.5T Keg,16.29,0.8205128205128205,19987.67,122699.01780233272
NBO F24 - GITHURAI7.5T KEG,KEG,7.5T,14505.34,KBL NBO F20 - Githurai 7.5T KEG,160.52,0.8837209302325582,14344.82,8936.468975828557
NBO F24- HOLA 7 5T KEG,KEG,5T,55889.72,KBL NBO F20 - Hola 7.5T KEG,74.1,0.8571428571428571,55815.62,75324.72334682861
NBO F24- IKUTMA 7.5T KEG,KEG,7.5T,45418.82,KBL NBO F20 - IKUTHA 7.5T Keg,379.96,0.8205128205128205,45038.86,11853.579324139384
NBO F24 - JUJA 7.5T KEG,KEG,7.5T,7.57,KBL NBO F20 - Juja 7.5T KEG,148.77,0.8571428571428571,141.20000000000002,94.91160852322378
NBO F24- KAGATI 7.5T KEG,KEG,7.5T,15777.51,KBL NBO F20 - KABATI 7.5T KEG,458.69,0.8205128205128205,15318.82,3339.6891146525973
NBO F24 - KAGIO 7.5T KEG,KEG,7.5T,7.51,KBL NBO F20 - Kagio 7.5T KEG,745.79,0.8648648648648649,738.28,98.99301411925609
NBO F24- KAHURO 7.51 KEG,KEG,24T,19587.71,KBL NBO F20 - Kahuro 7.5T KEG,567.47,0.8205128205128205,19020.239999999998,3351.7613265899513
NAO F24- PST REG KEG,KEG,24T,22819.94,KBL NBO F20 - VOI 14T KEG,125.92,0.5454545454545454,22694.02,18022.56988564168
NBO F24 - KAPSADET 7.5T KEG,KEG,7.5T,7.51,KBL NBO F20 - Kapsabet 7.5T KEG,219.17,0.8372093023255814,211.66,96.57343614545788
NBO F24. KARATINA 7.57 KEG,KEG,24T,26688.93,KBL NBO F20 - KARATINA 7.5T KEG,592.78,0.8372093023255814,26096.15,4402.333074665137
NAO F24- KAWANGWARE 7.5T KEG,KEG,7.5T,11166.3,KBL NBO F20 - KAWANGWARE 7.5T Keg,753.36,0.851063829787234,10412.939999999999,1382.1997451417649
NBO F24- KERUGOYA 7.57 KEG,KEG,24T,25765.0,KBL NBO F20 - Kerugoya 7.5T KEG,950.0,0.8372093023255814,24815.0,2612.105263157895
NBO F24 - KIBWEZI7.5T KEG,KEG,7.5T,38755.14,KBL NBO F20 - KIBWEZI 7.5T Keg,905.25,0.8780487804878049,37849.89,4181.1532725766365
NBO F24 . KIKUYU 7.57 KEG,KEG,24T,7.87,KBL NBO F20 - Kikuyu 7.5T KEG,753.36,0.8205128205128205,745.49,98.95534671339068
NBO F24- KHMUTINN ST KEG,KEG,24T,7.51,KBL NBO F20 - KARATINA 14T KEG,262.19,0.6190476190476191,254.68,97.13566497578093
NGO F24- KISHI 7.5T KEG,KEG,7.5T,6396.98,KBL NBO F20 - KISII 7.5T KEG,907.05,0.7567567567567568,5489.929999999999,605.2510886941183
NBO F24- KISUMU 7.5T KEG,KEG,7.5T,7.51,KBL NBO F20 - Kisumu 7.5T KEG,845.47,0.8717948717948718,837.96,99.1117366671792
NOO F24 - KITENGELA 7.57 KEG,KEG,24T,14286.39,KBL NBO F20 - Kitengela 7.5T KEG,375.91,0.8,13910.48,3700.481498230959
NBO F24- MACHAKOS 7.51 KEG,KEG,24T,17327.55,KBL NBO F20 - MACHAKOS 7.5T KEG,40.35,0.8372093023255814,17287.2,42843.12267657992
KGLNBO F24- MATUU 7.57 KEG,KEG,24T,22546.86,KBL NBO F20 - MATUU 7.5T KEG,366.18,0.85,22180.68,6057.316074061937
NBO F24- MAUA 7.ST KEG,KEG,24T,44507.88,KBL NBO F20 - MAUA 7.5T KEG,293.25,0.8,44214.63,15077.452685421995
NBO F24- MWEA 7.57 KEG,KEG,24T,19448.21,KBL NBO F20 - MWEA 7.5T Keg,409.3,0.8,19038.91,4651.578304422184
NBO F24 - MWIKI7 STKEG,KEG,24T,14342.83,KBL NBO F20 - Mwiki 7.5T KEG,994.72,0.8108108108108109,13348.11,1341.8962119993566
NAO F24 - NAXURU 7.5T KEG,KEG,7.5T,33459.1,KBL NBO F20 - NAKURU 7.5T Keg,501.12,0.7692307692307693,32957.979999999996,6576.863825031927
NBO F24 - NGONG 7.51 KEG,KEG,24T,11538.22,KBL NBO F20 - NGONG 7.5T KEG,442.2,0.8108108108108109,11096.019999999999,2509.2763455450017
NBO F24 - NIDRO 75ST KEG,KEG,24T,36559.17,KBL NBO F20 - NAROK 7.5T Keg,495.96,0.7368421052631579,36063.21,7271.394870554077
NBO F24 - NAG CITY CENT 7.57 KEG,KEG,24T,10186.3,KBL NBO F20 - NRB CITY CENT 7.5T Keg,753.36,0.7755102040816326,9432.939999999999,1252.1158543060421
NBO F24 - NAB JERICHO 7.57 KEG,KEG,24T,11166.3,KBL NBO F20 - NRB JERICHO 7.5T Keg,753.36,0.8085106382978723,10412.939999999999,1382.1997451417649
NBO F24- NYERU7.ST KEG,KEG,24T,29640.09,KBL NBO F20 - NYERI 7.5T KEG,904.17,0.7567567567567568,28735.920000000002,3178.1545505823024
NBO F24 - OTHAYA 7.5T KEG,KEG,7.5T,26998.93,KBL NBO F20 - Othaya 7.5T KEG,909.12,0.8717948717948718,26089.81,2869.7872668074624
KBLNBO F24 - RUIRU 7.5T KEG,KEG,7.5T,10186.3,KBL NBO F20 - RUIRU 7.5T KEG,753.36,0.95,9432.939999999999,1252.1158543060421
F24- SHAUMI MOYO 7.5T KEG,KEG,7.5T,14238.18,KBL NBO F20 - Shauri Moyo 7.5T KEG,887.94,0.7727272727272727,13350.24,1503.5069937157916
F24 - TALA7.5T KEG,KEG,7.5T,7.57,KBL NBO F20 - TALA 7.5T Keg,571.8,0.75,564.2299999999999,98.67611052815668
NGO F24 - TAVETA7.ST KEG,KEG,24T,7.51,KBL NBO F20 - TAVETA 7.5T KEG,139.48,0.7692307692307693,131.97,94.61571551476915
NOD F24 - THIKA 7.5T KEG,KEG,7.5T,2.57,KBL NBO F20 - THIKA 7.5T KEG,682.99,0.8108108108108109,680.42,99.6237133779411
KBLNBO F24 - UTHIAU 7.5T KEG,KEG,7.5T,12345.63,KBL NBO F20 - Uthiru 7.5T KEG,956.76,0.9047619047619048,11388.869999999999,1190.35808353192
NGO F24 - KISUMU DEPOT JOT BEER,BEER,24T,107198.03,KBL NBO F20 - KISUMU DEPOT 30T BEER,744.93,0.7843137254901961,106453.1,14290.349428805393
NBG F24 - BUNGOMA 14 SPIRIT SPIRITS,SPIRITS,24T,100241.42,KBL NBO F20 - BUNGOMA 14T SPIRIT,646.35,0.7547169811320755,99595.06999999999,15408.845052989864
NBO F24- EMBU 147 SPIRIT SPIRITS,SPIRITS,24T,33293.2,KBL NBO F20 - EMBU 14T SPIRIT,331.84,0.75,32961.36,9932.90742526519
NBO F24 - KAKAMEGA 14T SPIRIT SPIRITS,SPIRITS,14T,93721.76,KBL NBO F20 - Kakamega 14T SPIRIT,993.63,0.7857142857142857,92728.12999999999,9332.259492970219
F24-KSPIITM ERALATSPIRITS,SPIRITS,24T,12765.64,F24 - BDC - KITALE - Spirits - 14T,177.05,0.6666666666666666,12588.59,7110.189212086981
NBO F24 - KITENGELA 147 SPIRIT SPIRITS,SPIRITS,24T,37735.96,KBL NBO F20 - KITENGELA 14T SPIRIT,865.26,0.7931034482758621,36870.7,4261.227839031042
NBO F24 - LAMU LAT SPIRIT SPIRITS,SPIRITS,14T,113747.85,KBL NBO F20 - LAMU 14T Spirit,199.13,0.6666666666666666,113548.72,57022.4074725054
NBO F24 - LODWAA 147 Spiltt SPIRITS,SPIRITS,24T,150801.05,KBL NBO F20 - LODWAR 14T SPIRIT,237.82,0.7307692307692307,150563.22999999998,63309.74266251786
NBO F24- LONOKTOK 147 SPIRIT SPIRITS,SPIRITS,24T,49035.02,KBL NBO F20 - LOITOKTOK 14T Spirit,354.1,0.7368421052631579,48680.92,13747.78876023722
F24- MA PI SPIRITS,SPIRITS,24T,11003.64,F24 - BDC - MAUA - Spirits - 14T,225.09,0.7058823529411765,10778.55,4788.551246168199
NBO F24 - MACHAKOS 147 SPIRIT SPIRITS,SPIRITS,24T,21415.77,KBL NBO F20 - MACHAKOS 14T SPIRIT,212.01,0.7857142857142857,21203.760000000002,10001.301825385595
NBO F24 . MAKONGENI 147 SPIRIT SPIRITS,SPIRITS,24T,16446.1,KBL NBO F20 - MAKONGENI 14T SPIRIT,140.92,0.7931034482758621,16305.179999999998,11570.5222821459
NRO F24- MARIAKAN14I1 SPIT SPIRITS,SPIRITS,24T,106719.39,KBL NBO F20 - MARIAKANI 14T Spirit,420.92,0.75,106298.47,25253.841585099308
NBO F24- MARSADIT 147 SPIRIT SPIRITS,SPIRITS,24T,125567.14,KBL NBO F20 - MARSABIT 14T SPIRIT,794.18,0.75,124772.96,15710.916920597347
NBO F24 - MAUA 147 SPIRIT SPIRITS,SPIRITS,24T,66045.28,KBL NBO F20 - MAUA 14T SPIRIT,752.33,0.75,65292.95,8678.764637858385
NBO F24- MEMORIAL i4T SPIRIT SPIRITS,SPIRITS,5T,11491.64,KBL NBO F20 - MEMORIAL 14T Spirit,385.35,0.75,11106.289999999999,2882.1305306863883
NBO F24- MERU 147 SPIRIT SPIRITS,SPIRITS,24T,49408.86,KBL NBO F20 - MERU 14T SPIRIT,378.32,0.75,49030.54,12960.070839500951
NhO f24- MOGONIO 447 sPinIT SPIRITS,SPIRITS,24T,55957.92,KBL NBO F20 - MOGOTIO 14T SPIRIT,459.1,0.6666666666666666,55498.82,12088.612502722717
NBO F24- MOMBASA 147 SPIRIT SPIRITS,SPIRITS,24T,117617.82,KBL NBO F20 - MOMBASA 14T SPIRIT,377.06,0.7777777777777778,117240.76000000001,31093.396276454678
NBO F24- MURANGA 147 SPIRIT SPIRITS,SPIRITS,24T,23783.02,KBL NBO F20 - MURANGA 14T SPIRIT,628.39,0.7777777777777778,23154.63,3684.7546905584118
NBO F24- MWEA 141 Spin SPIRITS,SPIRITS,24T,25875.4,KBL NBO F20 - MWEA 14T SPIRIT,783.06,0.7391304347826086,25092.34,3204.395576328762
NBO F24 - MWIKI 147 SPIRIT SPIRITS,SPIRITS,24T,11393.64,KBL NBO F20 - Mwiki 14T SPIRIT,385.35,0.76,11008.289999999999,2856.6991047100037
NBO F24 - NAIROBI THT 14 SPIRIT SPIRITS,SPIRITS,24T,9686.17,KBL NBO F20 - NAIROBI THT 14T Spirit,543.03,0.8135593220338984,9143.14,1683.726497615233
NBO F24 - NAKURU 147 SPIRIT SPIRITS,SPIRITS,24T,47967.54,KBL NBO F20 - NAKURU 14T SPIRIT,203.61,0.7692307692307693,47763.93,23458.538382201266
NDO F24-NAROK 447 SPIRIT SPIRITS,SPIRITS,24T,971.62,KBL NBO F20 - Narok 14T SPIRIT,126.14,0.68,845.48,670.2711273188521
NBO F24 - NGARA 14T SPIRIT SPIRITS,SPIRITS,14T,11393.64,KBL NBO F20 - NGARA 14T SPIRIT,385.35,0.76,11008.289999999999,2856.6991047100037
NOG F24 - NGONG 147 SPT SPIRITS,SPIRITS,24T,17584.0,KBL NBO F20 - Ngong 14T SPIRIT,302.04,0.7659574468085106,17281.96,5721.745464176929
NGO F24- NKUBU 147 SPIRIT SPIRITS,SPIRITS,24T,51744.08,KBL NBO F20 - NKUBU 14T SPIRIT,159.26,0.72,51584.82,32390.31771945247
NBO F24- INDUSTRIAL AREA 147 SPiuT SPIRITS,SPIRITS,24T,12765.64,KBL NBO F20 - INDUSTRIAL AREA 14T Spirit,385.35,0.835820895522388,12380.289999999999,3212.7390683793947
NBO F24. NYAHURURU 247 SPIRIT SPIRITS,SPIRITS,24T,48225.34,KBL NBO F20 - NYAHURURU 14T SPIRIT,568.71,0.7586206896551724,47656.63,8379.7770392643
F24- AONGAI14T SPIRIT SPIRITS,SPIRITS,14T,12627.32,KBL NBO F20 - RONGAI 14T SPIRIT,544.2,0.6530612244897959,12083.119999999999,2220.3454612274895
NHO F24- THIKA 147 SPIRIT SPIRITS,SPIRITS,24T,15331.45,KBL NBO F20 - THIKA 14T SPIRIT,3.52,0.72,15327.93,435452.5568181818
LNG F24- UTHIRU 147 SPIRIT SPIRITS,SPIRITS,24T,12765.64,KBL NBO F20 - UTHIRU 14T Spirit,385.35,0.7307692307692307,12380.289999999999,3212.7390683793947
NBO F24- WAJIR 247 SPIRIT SPIRITS,SPIRITS,24T,156334.2,KBL NBO F20 - WAJIR 14T Spirit,628.58,0.72,155705.62000000002,24771.01084985205
NBO F24- ATHIAIVER JOT SPIRIT SPIRITS,SPIRITS,24T,19865.52,KBL NBO F20 - ATHIRIVER 14T SPIRIT,503.43,0.6896551724137931,19362.09,3846.0342053512904
NBO F24- BUNGOMA 307 SPinuT SPIRITS,SPIRITS,24T,161595.04,KBL NBO F20 - BUNGOMA 30T SPIRIT,292.12,0.7777777777777778,161302.92,55218.03368478708
NBO F24 - QURUBUAU 30T SPIRIT SPIRITS,SPIRITS,30T,16856.8,KBL NBO F20 - BURUBURU 30T Spirit,65.43,0.7142857142857143,16791.37,25663.105609047834
NBO F24- DANDORA JOT sPIAIT SPIRITS,SPIRITS,24T,16856.6,KBL NBO F20 - Dandora 14T SPIRIT,385.35,0.7037037037037037,16471.25,4274.360970546256
NBO F24- DONYO 30T SPIRIT SPIRITS,SPIRITS,30T,33226.95,KBL NBO F20 - DONYO 30T Spirit,264.23,0.76,32962.719999999994,12475.010407599437
NBO F24- GIKOMBA 30T SPIRIT SPIRITS,SPIRITS,30T,15171.32,KBL NBO F20 - GIKOMBA 30T Spirit,65.43,0.7777777777777778,15105.89,23087.100718324924
NBO F24- ITEN 30T SPIRIT SPIRITS,SPIRITS,30T,135096.16,KBL NBO F20 - ITEN 30T SPIRIT,712.41,0.75,134383.75,18863.25992055137
NBO F24-JUJA JOT SPIRIT SPIRITS,SPIRITS,24T,17836.6,KBL NBO F20 - Juja 14T SPIRIT,921.86,0.6666666666666666,16914.739999999998,1834.8491094092378
F24- KABATI SOT SPIRIT SPIRITS,SPIRITS,24T,29736.12,F24 - BDC - KAGIO - Spirits - 14T,776.0,0.6521739130434783,28960.12,3731.9742268041236
NBO F24- KAGIO 30T SPIRIT SPIRITS,SPIRITS,30T,44640.65,KBL NBO F20 - KAGIO 30T Spirit,910.87,0.76,43729.78,4800.880476906694
NBO F24. KAHAWA 30T SPIRIT SPIRITS,SPIRITS,30T,14308.8,KBL NBO F20 - KAHAWA 30T Spirit,351.59,0.7692307692307693,13957.21,3969.7403225347707
NBO F24 - KAPSABET 307 SPIRIT SPIRITS,SPIRITS,24T,127501.41,KBL NBO F20 - Kapsabet 30T SPIRIT,462.67,0.7857142857142857,127038.74,27457.743099833573
NOO F24 - KAREN SOF sPiart SPIRITS,SPIRITS,24T,14308.89,KBL NBO F20 - KAREN 14T Spirit,664.33,0.64,13644.56,2053.882859422275
NBO F24 - KAWANGWARE 307 SPIRIT SPIRITS,SPIRITS,24T,16856.8,KBL NBO F20 - KAWANGWARE 30T Spirit,65.43,0.8,16791.37,25663.105609047834
NBO F24. KERICHO 307 SPIRIT SPIRITS,SPIRITS,24T,105610.69,KBL NBO F20 - KERICHO 30T Spirit,125.2,0.7777777777777778,105485.49,84253.58626198083
NGO F24 - KERUGOYA 307 SPIRIT SPIRITS,SPIRITS,24T,1622.32,KBL NBO F20 - KERUGOYA 30T SPIRIT,35.02,0.75,1587.3,4532.552826956025
NBO F24 - KIANYAGA SOT SPIRIT SPIRITS,SPIRITS,24T,47394.75,KBL NBO F20 - KIANYAGA 14T Spirit,902.63,0.7142857142857143,46492.12,5150.739505666774
NOG F24 - KINAMBA 30f SPIA SPIRITS,SPIRITS,24T,95138.21,KBL NBO F20 - KINAMBA 30T Spirit,438.99,0.7307692307692307,94699.22,21572.067700858788
NBO F24- KIS 30T SPIRIT SPIRITS,SPIRITS,30T,119753.56,KBL NBO F20 - KISII 30T SPIRIT,556.69,0.7083333333333334,119196.87,21411.713880256513
NBO F24 - KITENGELA SOY SPiny SPIRITS,SPIRITS,24T,20042.95,KBL NBO F20 - KITENGELA P/up Spirit,258.15,0.7368421052631579,19784.8,7664.071276389695
NAG F24 - KITHYUKO 407 SPIRIT SPIRITS,SPIRITS,24T,56509.48,F24 - BDC - KITHYUKO EB - Spirits - 14T,775.36,0.6785714285714286,55734.12,7188.160338423442
NBO F24 - LANGATA 307 SPIRIT SPIRITS,SPIRITS,24T,14696.0,KBL NBO F20 - LANGATA 30T Spirit,135.25,0.7777777777777778,14560.75,10765.804066543438
NNO F24 - LOITOXTOX SOT SPIRIT SPIRITS,SPIRITS,24T,65805.05,KBL NBO F20 - LOITOKTOK 14T Spirit,354.1,0.6206896551724138,65450.950000000004,18483.747528946624
NBO F24 - LOKICHOGIO 30T SPIRIT SPIRITS,SPIRITS,30T,311768.69,KBL NBO F20 - LOKICHOGIO 30T SPIRIT,784.64,0.8,310984.05,39633.978639885805
NBO F24 - MACHAKOS 307 SPIRIT SPIRITS,SPIRITS,24T,33226.95,KBL NBO F20 - MACHAKOS 30T SPIRIT,264.23,0.7857142857142857,32962.719999999994,12475.010407599437
NOO F24- MALINDI SOT spinir SPIRITS,SPIRITS,24T,217701.98,KBL NBO F20 - Malindi 14T SPIRIT,451.36,0.6666666666666666,217250.62000000002,48132.44859978731
LINGO F24 - TAVETA 307 SPIRIT SPIRITS,SPIRITS,24T,132167.59,KBL NBO F20 - TAVETA 30T SPIRIT,224.07,0.7407407407407407,131943.52,58884.95559423394
KBLNBO F24 . THIXA 30T SPIRIT SPIRITS,SPIRITS,30T,21610.93,KBL NBO F20 - THIKA 30T SPIRIT,411.15,0.7924528301886793,21199.78,5156.215493129028
NBO F24 - UTHIRU 30T SPIRIT SPIRITS,SPIRITS,30T,26856.4,KBL NBO F20 - UTHIRU 30T Spirit,65.43,0.7692307692307693,26790.97,40946.003362372
NBO F240 - WANR JOT SPIRIT SPIRITS,SPIRITS,24T,249322.93,KBL NBO F20 - Narok 30T SPIRIT,365.02,0.64,248957.91,68203.90937482877
NBO F24 - CHANGAMWE 7 5ST SPIRIT SPIRITS,SPIRITS,24T,66284.39,KBL NBO F20 - Changamwe 7.5T SPIRIT,404.48,0.7796610169491526,65879.91,16287.556863132912
NBO F24 - DANDORA 7.5T SPIRIT SPIRITS,SPIRITS,7.5T,7.81,KBL NBO F20 - Dandora 7.5T SPIRIT,11.47,0.7777777777777778,3.660000000000001,31.909328683522237
NBO F24 - DONYO 7.ST SPIRIT SPIRITS,SPIRITS,24T,16856.57,KBL NBO F20 - DONYO 7.5T Spirit,270.27,0.72,16586.3,6136.937136937137
NBO F24 - EMALI 7.57 SPIRIT SPIRITS,SPIRITS,24T,2.57,KBL NBO F20 - EMALI 7.5T SPIRIT,929.88,0.76,927.31,99.72362025207553
NOG F24- EMBAKASI 7.51 SPIT SPIRITS,SPIRITS,24T,2.57,KBL NBO F20 - EMBAKASI 7.5T Spirit,983.28,0.7777777777777778,980.7099999999999,99.73862989179074
NGO F24- EMBU 7.57 SPIRIT SPIRITS,SPIRITS,24T,7.57,KBL NBO F20 - EMBU 7.5T SPIRIT,455.37,0.7083333333333334,447.8,98.33761556536443
